stateFIPS,CongressionalDistrict,StateLower,StateAbbreviation,Population2016,FracCDFromSLD,FracSLDFromCD
28,1,38,MS,3028.936,0.004,0.001
28,1,39,MS,23490.038,0.031,0.008
28,1,40,MS,26899.46,0.035,0.009
28,1,41,MS,23194.12,0.03,0.008
28,1,42,MS,11065.382,0.015,0.004
28,1,43,MS,2043.881,0.003,0.001
28,1,45,MS,250.672,0,0
28,1,46,MS,652.53,0.001,0
28,1,52,MS,25305.542,0.033,0.01
28,2,9,MS,19295.618,0.027,0.006
28,2,10,MS,15903.657,0.022,0.005
28,2,11,MS,19395.726,0.027,0.006
28,2,23,MS,4233.439,0.006,0.001
28,2,26,MS,21971.516,0.031,0.006
28,2,27,MS,24122.939,0.034,0.007
28,2,29,MS,23712.018,0.033,0.007
28,2,30,MS,22936.897,0.032,0.007
28,2,31,MS,23027.789,0.032,0.007
28,2,32,MS,21397.247,0.03,0.007
28,2,33,MS,23615.117,0.033,0.007
28,2,34,MS,22477.534,0.031,0.007
28,2,35,MS,873.922,0.001,0
28,2,44,MS,815.289,0.001,0
28,2,46,MS,21906.222,0.031,0.008
28,2,47,MS,23115.195,0.032,0.009
28,2,48,MS,23287.446,0.033,0.009
28,2,49,MS,21639.422,0.03,0.008
28,2,50,MS,22561.167,0.032,0.009
28,2,51,MS,22346.42,0.031,0.009
28,2,54,MS,22715.61,0.032,0.009
28,2,55,MS,23127.818,0.032,0.01
28,2,56,MS,20257.394,0.028,0.008
28,2,57,MS,22885.865,0.032,0.009
28,2,62,MS,2866.673,0.004,0.001
28,2,63,MS,24655.78,0.035,0.01
28,2,64,MS,2209.844,0.003,0.001
28,2,65,MS,19288.682,0.027,0.008
28,2,66,MS,24994.741,0.035,0.011
28,2,67,MS,23313.017,0.033,0.01
28,2,68,MS,19294.583,0.027,0.008
28,2,69,MS,23544.131,0.033,0.01
28,2,70,MS,17614.826,0.025,0.008
28,2,71,MS,24933.766,0.035,0.011
28,2,72,MS,12282.789,0.017,0.005
28,2,76,MS,22973.067,0.032,0.01
28,2,78,MS,1810.17,0.003,0.001
28,2,85,MS,19283.555,0.027,0.011
28,2,91,MS,796.943,0.001,0
28,2,92,MS,4949.943,0.007,0.003
28,2,94,MS,2013.617,0.003,0.001
28,3,37,MS,1049.534,0.001,0
28,3,38,MS,21006.359,0.028,0.007
28,3,42,MS,11038,0.015,0.004
28,3,43,MS,24472.748,0.033,0.009
28,3,44,MS,24313.257,0.033,0.009
28,3,45,MS,24272.438,0.033,0.009
28,3,53,MS,24830.353,0.033,0.01
28,3,56,MS,4736.606,0.006,0.002
28,3,57,MS,4088.497,0.005,0.002
28,3,58,MS,26975.466,0.036,0.011
28,3,59,MS,26607.107,0.036,0.011
28,3,60,MS,27085.53,0.036,0.011
28,3,61,MS,27059.01,0.036,0.011
28,3,62,MS,23794.642,0.032,0.01
28,3,64,MS,21267.058,0.028,0.009
28,3,65,MS,3556.206,0.005,0.001
28,3,68,MS,5690.318,0.008,0.002
28,3,70,MS,5443.474,0.007,0.002
28,3,72,MS,11956.341,0.016,0.005
28,3,73,MS,25723.412,0.034,0.011
28,3,74,MS,26968.842,0.036,0.012
28,3,75,MS,26003.976,0.035,0.011
28,3,77,MS,25116.496,0.034,0.011
28,3,78,MS,23282.005,0.031,0.01
28,3,79,MS,24694.504,0.033,0.011
28,3,80,MS,6074.506,0.008,0.003
28,3,81,MS,22568.705,0.03,0.013
28,3,82,MS,22963.887,0.031,0.013
28,3,83,MS,23649.781,0.032,0.014
28,3,84,MS,23362.457,0.031,0.014
28,3,85,MS,3481.673,0.005,0.002
28,3,88,MS,1148.47,0.002,0.001
28,3,90,MS,24346.858,0.033,0.014
28,3,91,MS,22671.391,0.03,0.013
28,3,92,MS,19622.6,0.026,0.011
28,3,94,MS,22045.863,0.03,0.013
28,3,96,MS,22669.355,0.03,0.013
28,3,97,MS,23572.744,0.032,0.013
28,3,98,MS,24847.374,0.033,0.014
28,3,99,MS,12433.209,0.017,0.007
28,4,80,MS,19169.735,0.025,0.009
28,4,84,MS,908.727,0.001,0.001
28,4,86,MS,24144.797,0.032,0.014
28,4,87,MS,25508.036,0.033,0.015
28,4,88,MS,24378.882,0.032,0.014
28,4,89,MS,25430.854,0.033,0.015
28,4,93,MS,25130.121,0.033,0.014
28,4,95,MS,27441.646,0.036,0.016
28,4,99,MS,11351.606,0.015,0.006
28,4,100,MS,24158.617,0.032,0.016
28,4,101,MS,25368.977,0.033,0.021
28,4,102,MS,23811.902,0.031,0.02
28,4,103,MS,24589.195,0.032,0.02
28,4,104,MS,23434.311,0.031,0.02
28,4,105,MS,24584.599,0.032,0.02
28,4,106,MS,25543.511,0.033,0.023
28,4,107,MS,24776.965,0.032,0.022
28,4,108,MS,25225.021,0.033,0.023
28,4,109,MS,24320.179,0.032,0.022
28,4,110,MS,23499.716,0.031,0.022
28,4,111,MS,25765.955,0.034,0.026
28,4,112,MS,24213.667,0.032,0.024
28,4,113,MS,24848.74,0.032,0.025
28,4,114,MS,24443.988,0.032,0.024
28,4,115,MS,27475.503,0.036,0.027
28,4,116,MS,27181.142,0.035,0.027
28,4,117,MS,27641.692,0.036,0.027
28,4,118,MS,27107.28,0.035,0.027
28,4,119,MS,25890.733,0.034,0.029
28,4,120,MS,27422.279,0.036,0.031
28,4,121,MS,26532.679,0.035,0.041
28,4,122,MS,25147.14,0.033,0.039
29,1,66,MO,37661.435,0.051,0.016
29,1,67,MO,37559.97,0.051,0.016
29,1,68,MO,36427.393,0.049,0.016
29,1,69,MO,37124.133,0.05,0.016
29,1,70,MO,7585.167,0.01,0.003
29,1,71,MO,14076.742,0.019,0.006
29,1,72,MO,21046.139,0.028,0.009
29,1,73,MO,36175.487,0.049,0.016
29,1,74,MO,37196.106,0.05,0.016
29,1,75,MO,36977.188,0.05,0.016
29,1,76,MO,36517.755,0.049,0.016
29,1,77,MO,35180.633,0.048,0.016
29,1,78,MO,37022.955,0.05,0.017
29,1,79,MO,36358.783,0.049,0.016
29,1,80,MO,35482.973,0.048,0.016
29,1,81,MO,36333.425,0.049,0.021
29,1,82,MO,36226.143,0.049,0.021
29,1,83,MO,26242.194,0.035,0.015
29,1,84,MO,35145.523,0.047,0.02
29,1,85,MO,37882.85,0.051,0.022
29,1,86,MO,37534.98,0.051,0.022
29,1,87,MO,23096.373,0.031,0.013
29,1,88,MO,8621.78,0.012,0.005
29,1,90,MO,1192.555,0.002,0.001
29,1,91,MO,4025.455,0.005,0.002
29,1,93,MO,11873.561,0.016,0.007
29,2,70,MO,28177.987,0.037,0.012
29,2,71,MO,21661.909,0.028,0.009
29,2,72,MO,15928.05,0.021,0.007
29,2,73,MO,101.962,0,0
29,2,83,MO,10328.142,0.014,0.006
29,2,87,MO,14599.547,0.019,0.008
29,2,88,MO,27741.638,0.036,0.016
29,2,89,MO,37784.886,0.05,0.022
29,2,90,MO,35496.741,0.047,0.021
29,2,91,MO,32341.919,0.043,0.019
29,2,92,MO,36478.374,0.048,0.021
29,2,93,MO,24885.704,0.033,0.014
29,2,94,MO,36461.381,0.048,0.021
29,2,95,MO,35631.69,0.047,0.021
29,2,96,MO,37640.94,0.049,0.022
29,2,97,MO,33969.582,0.045,0.019
29,2,98,MO,37398.031,0.049,0.022
29,2,99,MO,37411.026,0.049,0.021
29,2,100,MO,37187.109,0.049,0.025
29,2,101,MO,37347.05,0.049,0.03
29,2,102,MO,37407.15,0.049,0.031
29,2,103,MO,29884.512,0.039,0.025
29,2,104,MO,26259.288,0.035,0.022
29,2,105,MO,20177.847,0.027,0.017
29,2,106,MO,18746.41,0.025,0.017
29,2,107,MO,4004.772,0.005,0.004
29,2,108,MO,2759.855,0.004,0.003
29,2,110,MO,29241.078,0.038,0.027
29,2,112,MO,176.319,0,0
29,2,113,MO,13664.754,0.018,0.014
29,3,40,MO,588.774,0.001,0
29,3,41,MO,40005.124,0.052,0.014
29,3,42,MO,38426.752,0.049,0.014
29,3,43,MO,10071.677,0.013,0.004
29,3,49,MO,36942.519,0.048,0.014
29,3,50,MO,1327.101,0.002,0.001
29,3,58,MO,6012.244,0.008,0.002
29,3,59,MO,36602.379,0.047,0.015
29,3,60,MO,37211.263,0.048,0.015
29,3,61,MO,35845.379,0.046,0.015
29,3,62,MO,29778.385,0.038,0.012
29,3,63,MO,40995.143,0.053,0.017
29,3,64,MO,40583.205,0.052,0.017
29,3,65,MO,40897.905,0.053,0.017
29,3,70,MO,571.491,0.001,0
29,3,97,MO,2523.828,0.003,0.001
29,3,102,MO,3884.401,0.005,0.003
29,3,103,MO,11276.908,0.015,0.009
29,3,104,MO,12598.819,0.016,0.011
29,3,105,MO,19722.39,0.025,0.016
29,3,106,MO,21158.165,0.027,0.019
29,3,107,MO,36045.115,0.046,0.033
29,3,108,MO,38588.086,0.05,0.036
29,3,109,MO,36513.914,0.047,0.034
29,3,110,MO,7454.569,0.01,0.007
29,3,111,MO,28510.437,0.037,0.029
29,3,112,MO,37081.406,0.048,0.037
29,3,113,MO,23580.67,0.03,0.024
29,3,114,MO,25302.859,0.033,0.025
29,3,119,MO,34368.838,0.044,0.039
29,3,123,MO,11477.682,0.015,0.018
29,3,124,MO,30499.659,0.039,0.049
29,4,6,MO,18279.118,0.024,0.005
29,4,33,MO,23396.823,0.031,0.007
29,4,37,MO,3915.177,0.005,0.001
29,4,43,MO,19574.103,0.026,0.007
29,4,44,MO,38971.353,0.051,0.014
29,4,45,MO,38692.981,0.051,0.014
29,4,46,MO,39663.671,0.052,0.014
29,4,47,MO,37710.765,0.049,0.014
29,4,48,MO,28586.679,0.037,0.011
29,4,50,MO,38024.591,0.05,0.015
29,4,51,MO,17328.026,0.023,0.007
29,4,52,MO,37049.463,0.048,0.015
29,4,53,MO,1259.45,0.002,0.001
29,4,54,MO,36884.028,0.048,0.015
29,4,55,MO,36609.545,0.048,0.015
29,4,56,MO,35510.165,0.046,0.015
29,4,57,MO,34653.336,0.045,0.014
29,4,58,MO,29288.875,0.038,0.012
29,4,121,MO,10548.125,0.014,0.016
29,4,122,MO,37232.706,0.049,0.057
29,4,123,MO,25819.114,0.034,0.041
29,4,124,MO,6879.53,0.009,0.011
29,4,125,MO,35873.062,0.047,0.062
29,4,126,MO,35670.568,0.047,0.065
29,4,127,MO,21006.56,0.027,0.038
29,4,128,MO,5900.313,0.008,0.011
29,4,129,MO,36713.747,0.048,0.066
29,4,137,MO,14630.001,0.019,0.026
29,4,141,MO,14872.098,0.019,0.027
29,4,142,MO,4873.169,0.006,0.009
29,5,8,MO,3279.35,0.004,0.001
29,5,15,MO,27084.357,0.035,0.008
29,5,16,MO,1105.264,0.001,0
29,5,17,MO,13436.607,0.017,0.004
29,5,18,MO,37800.894,0.049,0.011
29,5,19,MO,37285.902,0.049,0.011
29,5,20,MO,30145.809,0.039,0.009
29,5,21,MO,38917.513,0.051,0.011
29,5,22,MO,37114.532,0.048,0.011
29,5,23,MO,36450.6,0.047,0.011
29,5,24,MO,38856.969,0.051,0.011
29,5,25,MO,37821.563,0.049,0.011
29,5,26,MO,37181.233,0.048,0.011
29,5,27,MO,36352.087,0.047,0.011
29,5,28,MO,36811.812,0.048,0.011
29,5,29,MO,37644.036,0.049,0.011
29,5,30,MO,22421.824,0.029,0.007
29,5,31,MO,24638.352,0.032,0.008
29,5,32,MO,15660.387,0.02,0.005
29,5,33,MO,13286.641,0.017,0.004
29,5,34,MO,18043.155,0.023,0.006
29,5,35,MO,35898.52,0.047,0.012
29,5,36,MO,39035.523,0.051,0.012
29,5,37,MO,35251.006,0.046,0.012
29,5,39,MO,19474.65,0.025,0.006
29,5,48,MO,4838.878,0.006,0.002
29,5,51,MO,18141.122,0.024,0.007
29,5,53,MO,32511.491,0.042,0.013
29,5,56,MO,1469.476,0.002,0.001
29,6,1,MO,34435,0.045,0.011
29,6,2,MO,36039,0.047,0.011
29,6,3,MO,35669.047,0.047,0.011
29,6,4,MO,34620.953,0.045,0.01
29,6,5,MO,37362.365,0.049,0.011
29,6,6,MO,17804.691,0.023,0.005
29,6,7,MO,34929.309,0.046,0.011
29,6,8,MO,33167.694,0.043,0.01
29,6,9,MO,37119.539,0.049,0.012
29,6,10,MO,36925.806,0.048,0.011
29,6,11,MO,38490.838,0.05,0.011
29,6,12,MO,41278.554,0.054,0.012
29,6,13,MO,40742.511,0.053,0.012
29,6,14,MO,41951.291,0.055,0.013
29,6,15,MO,12988.469,0.017,0.004
29,6,16,MO,39812.13,0.052,0.012
29,6,17,MO,27512.027,0.036,0.008
29,6,18,MO,3047.556,0.004,0.001
29,6,20,MO,8685.506,0.011,0.003
29,6,30,MO,14591.117,0.019,0.004
29,6,31,MO,13152.426,0.017,0.004
29,6,32,MO,22045.219,0.029,0.007
29,6,33,MO,10.262,0,0
29,6,34,MO,18726.584,0.025,0.006
29,6,35,MO,3111.349,0.004,0.001
29,6,38,MO,40890.463,0.054,0.014
29,6,39,MO,14576.634,0.019,0.005
29,6,40,MO,34833.635,0.046,0.011
29,6,43,MO,6446.897,0.008,0.002
29,6,48,MO,1852.366,0.002,0.001
29,6,53,MO,1276.556,0.002,0.001
29,7,127,MO,15043.592,0.019,0.028
29,7,128,MO,31285,0.04,0.057
29,7,130,MO,38079.837,0.049,0.068
29,7,131,MO,39522.374,0.051,0.07
29,7,132,MO,37775.592,0.049,0.067
29,7,133,MO,38922.278,0.05,0.069
29,7,134,MO,38311.692,0.05,0.068
29,7,135,MO,38526.761,0.05,0.069
29,7,136,MO,38433.389,0.05,0.067
29,7,137,MO,24203.158,0.031,0.043
29,7,138,MO,36261.627,0.047,0.065
29,7,139,MO,39924.283,0.052,0.072
29,7,140,MO,40227.342,0.052,0.072
29,7,141,MO,3518.821,0.005,0.006
29,7,155,MO,14215.741,0.018,0.072
29,7,156,MO,39260.91,0.051,0.198
29,7,157,MO,37080.572,0.048,0.189
29,7,158,MO,37325.524,0.048,0.19
29,7,159,MO,35834.583,0.046,0.182
29,7,160,MO,37342.005,0.048,0.183
29,7,161,MO,37386.174,0.048,0.183
29,7,162,MO,37238.072,0.048,0.185
29,7,163,MO,37580.574,0.049,0.187
29,8,62,MO,5313.296,0.007,0.002
29,8,111,MO,7802.134,0.01,0.008
29,8,112,MO,234.751,0,0
29,8,114,MO,11390.028,0.015,0.011
29,8,115,MO,36375.954,0.049,0.036
29,8,116,MO,36980.104,0.05,0.037
29,8,117,MO,37819.76,0.051,0.037
29,8,118,MO,36736.348,0.049,0.037
29,8,119,MO,1403.879,0.002,0.002
29,8,120,MO,35703.368,0.048,0.04
29,8,121,MO,25806.967,0.035,0.04
29,8,141,MO,18286,0.025,0.033
29,8,142,MO,31967.965,0.043,0.059
29,8,143,MO,35171.119,0.047,0.065
29,8,144,MO,34541.411,0.046,0.064
29,8,145,MO,37471.281,0.05,0.069
29,8,146,MO,39692.173,0.053,0.071
29,8,147,MO,39220.827,0.053,0.069
29,8,148,MO,35335.751,0.047,0.064
29,8,149,MO,34749.39,0.047,0.063
29,8,150,MO,34500.281,0.046,0.063
29,8,151,MO,35819.271,0.048,0.158
29,8,152,MO,36739.358,0.049,0.188
29,8,153,MO,36557.354,0.049,0.186
29,8,154,MO,36103.404,0.049,0.187
29,8,155,MO,22595,0.03,0.114
30,0,1,MT,9624.12,0.009,0.003
30,0,2,MT,9634.88,0.009,0.003
30,0,3,MT,10766.281,0.01,0.003
30,0,4,MT,10695.089,0.01,0.003
30,0,5,MT,10645.47,0.01,0.003
30,0,6,MT,10736.079,0.01,0.003
30,0,7,MT,10738.236,0.01,0.003
30,0,8,MT,10774.911,0.01,0.003
30,0,9,MT,10785.698,0.01,0.003
30,0,10,MT,10574.612,0.01,0.003
30,0,11,MT,10773.832,0.01,0.003
30,0,12,MT,10234.036,0.01,0.003
30,0,13,MT,10333.529,0.01,0.003
30,0,14,MT,10044.407,0.01,0.003
30,0,15,MT,9876.532,0.009,0.003
30,0,16,MT,9815.447,0.009,0.003
30,0,17,MT,9931.66,0.01,0.003
30,0,18,MT,9562.904,0.009,0.003
30,0,19,MT,9971.201,0.01,0.003
30,0,20,MT,10008.395,0.01,0.003
30,0,21,MT,9946.069,0.01,0.003
30,0,22,MT,9910.885,0.01,0.003
30,0,23,MT,9919.932,0.01,0.003
30,0,24,MT,9842.527,0.009,0.003
30,0,25,MT,9885.753,0.009,0.003
30,0,26,MT,10129.027,0.01,0.003
30,0,27,MT,9983.501,0.01,0.003
30,0,28,MT,10251.395,0.01,0.003
30,0,29,MT,9881.625,0.009,0.003
30,0,30,MT,9631.064,0.009,0.003
30,0,31,MT,10580.241,0.01,0.003
30,0,32,MT,9913.544,0.01,0.003
30,0,33,MT,9821.042,0.009,0.003
30,0,34,MT,10386.798,0.01,0.003
30,0,35,MT,11482,0.011,0.004
30,0,36,MT,10420,0.01,0.003
30,0,37,MT,10500.462,0.01,0.003
30,0,38,MT,10080.209,0.01,0.003
30,0,39,MT,10254.788,0.01,0.003
30,0,40,MT,10339.852,0.01,0.003
30,0,41,MT,9776.845,0.009,0.003
30,0,42,MT,9983.842,0.01,0.004
30,0,43,MT,10528.418,0.01,0.004
30,0,44,MT,10571.247,0.01,0.004
30,0,45,MT,10562.681,0.01,0.004
30,0,46,MT,10571.247,0.01,0.004
30,0,47,MT,10520.923,0.01,0.004
30,0,48,MT,10440.618,0.01,0.004
30,0,49,MT,10422.416,0.01,0.004
30,0,50,MT,10542.337,0.01,0.004
30,0,51,MT,10540.196,0.01,0.004
30,0,52,MT,10527.347,0.01,0.004
30,0,53,MT,10598.015,0.01,0.004
30,0,54,MT,10604.439,0.01,0.004
30,0,55,MT,10573.388,0.01,0.004
30,0,56,MT,10593.732,0.01,0.004
30,0,57,MT,9921.02,0.01,0.004
30,0,58,MT,10460,0.01,0.004
30,0,59,MT,9879.235,0.009,0.004
30,0,60,MT,9961.494,0.01,0.004
30,0,61,MT,11474.871,0.011,0.005
30,0,62,MT,11567.1,0.011,0.005
30,0,63,MT,11553.091,0.011,0.005
30,0,64,MT,11585.779,0.011,0.005
30,0,65,MT,11458.527,0.011,0.005
30,0,66,MT,11355.791,0.011,0.005
30,0,67,MT,11618.468,0.011,0.005
30,0,68,MT,11625.472,0.011,0.005
30,0,69,MT,11644.152,0.011,0.005
30,0,70,MT,10333.999,0.01,0.004
30,0,71,MT,10405.757,0.01,0.005
30,0,72,MT,10300.186,0.01,0.005
30,0,73,MT,10152.722,0.01,0.004
30,0,74,MT,10151.712,0.01,0.004
30,0,75,MT,10274.471,0.01,0.005
30,0,76,MT,10159.794,0.01,0.005
30,0,77,MT,10187.124,0.01,0.005
30,0,78,MT,9887.752,0.009,0.004
30,0,79,MT,10521.867,0.01,0.005
30,0,80,MT,10366.411,0.01,0.005
30,0,81,MT,10470.924,0.01,0.006
30,0,82,MT,10487.905,0.01,0.006
30,0,83,MT,10518.683,0.01,0.006
30,0,84,MT,10526.112,0.01,0.006
30,0,85,MT,10586.892,0.01,0.006
30,0,86,MT,10456.061,0.01,0.006
30,0,87,MT,10526.187,0.01,0.006
30,0,88,MT,10518.86,0.01,0.006
30,0,89,MT,10485.796,0.01,0.006
30,0,90,MT,10460.296,0.01,0.006
30,0,91,MT,10329.608,0.01,0.006
30,0,92,MT,10753.545,0.01,0.006
30,0,93,MT,10252.669,0.01,0.006
30,0,94,MT,10434.796,0.01,0.006
30,0,95,MT,10314.733,0.01,0.006
30,0,96,MT,10599.483,0.01,0.006
30,0,97,MT,10602.67,0.01,0.006
30,0,98,MT,10432.671,0.01,0.006
30,0,99,MT,10460.296,0.01,0.006
30,0,100,MT,10409.296,0.01,0.007
31,1, ,NE,643310.998,1,0.249
31,2, ,NE,658314.173,1,0.254
31,3, ,NE,605490.829,1,0.234
32,1,3,NV,34952.074,0.047,0.011
32,1,5,NV,35174.128,0.047,0.011
32,1,6,NV,12954.296,0.017,0.004
32,1,8,NV,37979.088,0.051,0.011
32,1,10,NV,71126,0.095,0.021
32,1,11,NV,53024.675,0.071,0.016
32,1,12,NV,47321.957,0.063,0.014
32,1,14,NV,66341.329,0.089,0.02
32,1,15,NV,71100.591,0.095,0.021
32,1,16,NV,66677.173,0.089,0.019
32,1,18,NV,45477.025,0.061,0.013
32,1,20,NV,41759.542,0.056,0.012
32,1,28,NV,56881.357,0.076,0.016
32,1,34,NV,33926.866,0.045,0.011
32,1,42,NV,71162.457,0.095,0.026
32,2,24,NV,69367.434,0.097,0.02
32,2,25,NV,69028.358,0.097,0.02
32,2,26,NV,69215.657,0.097,0.02
32,2,27,NV,69252.256,0.097,0.021
32,2,30,NV,69033.74,0.097,0.021
32,2,31,NV,69390.039,0.098,0.023
32,2,32,NV,57836.124,0.081,0.018
32,2,33,NV,54085,0.076,0.017
32,2,38,NV,54509.416,0.077,0.018
32,2,39,NV,65456.803,0.092,0.021
32,2,40,NV,64338.392,0.09,0.021
32,3,2,NV,70944.821,0.095,0.022
32,3,5,NV,35529.858,0.048,0.011
32,3,8,NV,32889.506,0.044,0.01
32,3,9,NV,71268.513,0.096,0.022
32,3,12,NV,7694.582,0.01,0.002
32,3,16,NV,4116.298,0.006,0.001
32,3,18,NV,25551.758,0.034,0.007
32,3,19,NV,32351.493,0.043,0.009
32,3,20,NV,29280.288,0.039,0.009
32,3,21,NV,71079.601,0.095,0.021
32,3,22,NV,71276.246,0.096,0.021
32,3,23,NV,70941.507,0.095,0.022
32,3,29,NV,71212.171,0.095,0.022
32,3,34,NV,2883.397,0.004,0.001
32,3,35,NV,71113.848,0.095,0.023
32,3,36,NV,3905.29,0.005,0.001
32,3,37,NV,3089.985,0.004,0.001
32,3,41,NV,70729.395,0.095,0.025
32,4,1,NV,71310.494,0.097,0.022
32,4,3,NV,36129.737,0.049,0.011
32,4,4,NV,71308.284,0.097,0.021
32,4,6,NV,58091.058,0.079,0.017
32,4,7,NV,71227.637,0.097,0.022
32,4,11,NV,18158.772,0.025,0.005
32,4,12,NV,16055.329,0.022,0.005
32,4,13,NV,70884.06,0.096,0.021
32,4,14,NV,4422.313,0.006,0.001
32,4,17,NV,71048.668,0.096,0.02
32,4,19,NV,39049.591,0.053,0.011
32,4,28,NV,14133.064,0.019,0.004
32,4,32,NV,8334.714,0.011,0.003
32,4,33,NV,13098.972,0.018,0.004
32,4,34,NV,34142.292,0.046,0.011
32,4,36,NV,61936.98,0.084,0.02
32,4,37,NV,68013.92,0.092,0.023
32,4,38,NV,9481.781,0.013,0.003
33,1,1,NH,2187.874,0.003,0.001
33,1,2,NH,13510.603,0.02,0.004
33,1,3,NH,16133.422,0.024,0.005
33,1,4,NH,6608.128,0.01,0.002
33,1,5,NH,9122.717,0.014,0.003
33,1,6,NH,7451.719,0.011,0.002
33,1,7,NH,4653.911,0.007,0.001
33,1,101,NH,3604.676,0.005,0.003
33,1,102,NH,10837.763,0.016,0.009
33,1,103,NH,7504.056,0.011,0.006
33,1,104,NH,7667.23,0.011,0.006
33,1,105,NH,11475.628,0.017,0.009
33,1,106,NH,6199.647,0.009,0.006
33,1,407,NH,3324.398,0.005,1
33,1,506,NH,17961.099,0.027,1
33,1,507,NH,21575.501,0.032,1
33,1,508,NH,9281.241,0.014,1
33,1,509,NH,9380.962,0.014,1
33,1,510,NH,9273.1,0.014,1
33,1,511,NH,9275.135,0.014,1
33,1,512,NH,9415.56,0.014,1
33,1,513,NH,9422.683,0.014,1
33,1,514,NH,9336.189,0.014,1
33,1,515,NH,9295.487,0.014,1
33,1,516,NH,9330.084,0.014,1
33,1,517,NH,9170.326,0.014,1
33,1,518,NH,9148.957,0.014,1
33,1,519,NH,9160.15,0.014,1
33,1,521,NH,25937.817,0.039,1
33,1,624,NH,13647.284,0.02,1
33,1,702,NH,8930.416,0.013,0.67
33,1,703,NH,10409.574,0.015,1
33,1,704,NH,16134.121,0.024,1
33,1,705,NH,24756.379,0.037,1
33,1,706,NH,34036.04,0.051,1
33,1,709,NH,6585.334,0.01,1
33,1,710,NH,4403.576,0.007,1
33,1,711,NH,4614.151,0.007,1
33,1,712,NH,4506.296,0.007,1
33,1,713,NH,14937.441,0.022,1
33,1,714,NH,7815.912,0.012,0.53
33,1,715,NH,4728.169,0.007,1
33,1,716,NH,5438.987,0.008,1
33,1,717,NH,10904.681,0.016,1
33,1,718,NH,14695.023,0.022,1
33,1,719,NH,7452.285,0.011,1
33,1,720,NH,11226.192,0.017,1
33,1,721,NH,15849.588,0.024,1
33,1,722,NH,4417.957,0.007,1
33,1,723,NH,4418.984,0.007,1
33,1,724,NH,6436.391,0.01,1
33,1,725,NH,3906.415,0.006,1
33,1,726,NH,4438.501,0.007,1
33,1,727,NH,4412.821,0.007,1
33,1,728,NH,4328.591,0.006,1
33,1,729,NH,4257.715,0.006,1
33,1,801,NH,6603.039,0.01,1
33,1,802,NH,7022.132,0.01,1
33,1,803,NH,6859.669,0.01,1
33,1,804,NH,8874.419,0.013,1
33,1,805,NH,4480.671,0.007,1
33,1,806,NH,16979.983,0.025,1
33,1,807,NH,5168.811,0.008,1
33,1,808,NH,5188.472,0.008,1
33,1,809,NH,5205.029,0.008,1
33,1,810,NH,5081.888,0.008,1
33,1,811,NH,5075.679,0.008,1
33,1,812,NH,5067.401,0.008,1
33,1,813,NH,5164.672,0.008,1
33,1,814,NH,5250.56,0.008,1
33,1,815,NH,5202.959,0.008,1
33,1,816,NH,5312.648,0.008,1
33,1,817,NH,15110.105,0.022,1
33,1,818,NH,9779.866,0.015,1
33,2,1,NH,1108.604,0.002,0
33,2,201,NH,13027.111,0.02,0.108
33,2,202,NH,3355.527,0.005,0.029
33,2,203,NH,3390.901,0.005,0.03
33,2,204,NH,4726.233,0.007,0.103
33,2,205,NH,4617.166,0.007,0.095
33,2,206,NH,4595.55,0.007,0.099
33,2,207,NH,4535.612,0.007,0.096
33,2,208,NH,4541.507,0.007,0.098
33,2,209,NH,8105.343,0.012,0.167
33,2,210,NH,4134.717,0.006,0.087
33,2,211,NH,8258.626,0.012,0.164
33,2,212,NH,8220.305,0.012,0.157
33,2,213,NH,4265.401,0.006,0.088
33,2,301,NH,6119.929,0.009,1
33,2,302,NH,4347.146,0.007,1
33,2,303,NH,9742.066,0.015,1
33,2,304,NH,4338.423,0.007,1
33,2,305,NH,4357.808,0.007,1
33,2,306,NH,3133.628,0.005,1
33,2,401,NH,8432.182,0.013,1
33,2,402,NH,4571.172,0.007,1
33,2,403,NH,5027.99,0.008,1
33,2,404,NH,4684.878,0.007,1
33,2,405,NH,3274.527,0.005,1
33,2,406,NH,4964.155,0.007,1
33,2,408,NH,9683.943,0.015,1
33,2,409,NH,9135.39,0.014,1
33,2,410,NH,4570.175,0.007,1
33,2,411,NH,5161.644,0.008,1
33,2,412,NH,12942.511,0.02,1
33,2,413,NH,13117.059,0.02,1
33,2,501,NH,9019.726,0.014,1
33,2,502,NH,10893.069,0.016,1
33,2,503,NH,4964.716,0.007,1
33,2,504,NH,9185.589,0.014,1
33,2,505,NH,7865.803,0.012,1
33,2,520,NH,8417.325,0.013,1
33,2,522,NH,11401.853,0.017,1
33,2,523,NH,15380.545,0.023,1
33,2,524,NH,6394.399,0.01,1
33,2,525,NH,6936.763,0.01,1
33,2,526,NH,6484.963,0.01,1
33,2,527,NH,7818.995,0.012,1
33,2,528,NH,9944.695,0.015,1
33,2,529,NH,9643.495,0.015,1
33,2,530,NH,9613.986,0.015,1
33,2,531,NH,9888.729,0.015,1
33,2,532,NH,9773.744,0.015,1
33,2,533,NH,9782.902,0.015,1
33,2,534,NH,9806.306,0.015,1
33,2,535,NH,9830.728,0.015,1
33,2,536,NH,9728.971,0.015,1
33,2,537,NH,38019.406,0.057,1
33,2,601,NH,4988.751,0.008,1
33,2,602,NH,6731.821,0.01,1
33,2,603,NH,7870.194,0.012,1
33,2,604,NH,3241.623,0.005,1
